Course Number,Course Title,,,,ABG,AGS,AMG,EEO,HP,IX,MAT,MDR,NTHS,program,OPS,PAM,PTK,PRS,PTE,PB,SALUTE,SCE,SKD
DANC A211,Repertoire I,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A212,Repertoire II,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A213,Repertoire III,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A214,Repertoire IV,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A215,Pilates Internship I,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A217,Pilates Internship II,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A218,World Dance Internship I,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A219,World Dance Internship II,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A220,Dance Internship I,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A221,Dance Internship II,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A223,Performing Dance Ensemble II,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A225,Yoga for Dancers 2,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A229,Pilates Methodology 2,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A230,World Dance and Culture,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A233,Performing Dance Ensemble III,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A243,Jazz IV,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A244,Ballet IV,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A245,Modern IV,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A246,Tap IV,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A247,Flamenco Dance 3,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A248,Mid-Eastern Dance 3,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A250,Dance Improvisation II,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A253,Preparation for Audition - Jazz,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A254,Preparation for Audition - Ballet,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A255,Preparation for Audition - Modern,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A256,Preparation for Audition - Tap,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A257,Contemp Commercial Dance 2,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A262,Dance Composition/Choreography III,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A263,Performing Dance Ensemble IV,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A264,Mid-Eastern Dance 4,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A267,Flamenco Dance 4,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A269,Hip Hop 4,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
DANC A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
DMAD A115,Typography I,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A116,Typography II,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A117,Rapid Illustration Tech,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A151,History of Graphic Dsgn,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A181,Intro to Computer Graphics,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A182,Graphic Design,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A183,InDesign for Design,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A190,Illustrator for Design,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A193,Photoshop for Design,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A200,Designing for the Web,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A202,Studio Internship Prep,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A203,UX/UI Design,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A212,Advanced Studio Internship,,,,X,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A263,Motion Graphics w/AfterEffects,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A280,2D Animation,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A281,3D Computer Graphics Animation,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A288,Digital Portfolio Development,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A291,Dir Study,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A292,Dir Study,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A293,Dir Study,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMAD A294,Dir Study,,,,,X,,,,,,,X,"11.2, 11.3",,,X,,X,,X,,
DMS A110,Introduction to Sonography,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A123,Sectional Anatomy for Medical Imaging,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A126,OB/GYN Sonography,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A150,Sonographic Physics and Instrumentation,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A155,Intro Vascular Ultrasnd,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A161,Pathophysiology,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A165,Intro Scanning Practice,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A166,DMS Clinical Experience 1,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A167,DMS Clinical Experience 2,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A255,Advanced Vascular Ultrasound,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A271,DMS Clinical Experience 3,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A274,Abdominal Sonography,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A275,Sonographic Review,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A276,DMS Clinical Experience 4,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A281,DMS Clinical Experience 5,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A291,Dir Study,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A292,Dir Study,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A293,Dir Study,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A294,Dir Study,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DMS A295,Dir Study,,,,,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
DVP A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
DVP A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
DVP A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
DVP A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
DVP A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
ECON A100,Econ: General Concepts,,,,X,X,,,,,,,X,2.1,,X,X,,,,X,,
ECON A110,Consumer Economics,,,,X,X,,,,,,,X,2.1,,X,X,,,,X,,
ECON A170,Microeconomics,,,,X,X,,,,,,,X,2.1,,X,X,,,,X,,
ECON A170H,Microeconomics Honors,,,,X,X,,,X,,,,X,2.1,,X,X,,,,X,,
ECON A175,Macroeconomics,,,,X,X,,,,,,,X,2.1,,X,X,,,,X,,
ECON A175H,Macroeconomics Honors,,,,X,X,,,X,,,,X,2.1,,X,X,,,,X,,
ECON A291,Dir Study,,,,X,X,,,,,,,X,2.1,,,X,,,,X,,
ECON A292,Dir Study,,,,X,X,,,,,,,X,2.1,,,X,,,,X,,
ECON A293,Dir Study,,,,X,X,,,,,,,X,2.1,,,X,,,,X,,
ECON A294,Dir Study,,,,X,X,,,,,,,X,2.1,,,X,,,,X,,
ECON A295,Dir Study,,,,X,X,,,,,,,X,2.1,,,X,,,,X,,
EDUC A291,Dir Study,,,,X,X,,,,,,,X,2.1,,,X,,,,X,,
ELEC A100,Electronic Problem Solving,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A102,"Safety, Maint, Calibration",,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A103,Comp Hardwr Config/Diagnostics,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A111,D.C. Circuits,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A112,A.C. Circuits,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A121,Robotics 1 Mech/Design,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A122,Robotics 2,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A131,Automatn 1- Industrial Control,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A135,Symbolic Logic with Digital Applications,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A140,Technical Electronics,,,,,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A172,Electronics Laboratory 2,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A173,Electronics Technology Laboratory 3,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A174,Electronics Laboratory 4,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A215,Communications Systems,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A223,Embedded Control Systems,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A224,Digital Communication Systems,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A232,Automation 2 Progrm Logic Ctrl,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A233,Automation 3,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A260,Automation 2 Semiconductor Motor Control Circuits,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A289,Internship,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A290,Electronic Troubleshooting,,,,,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A291,Dir Study,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A292,Dir Study,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A293,Dir Study,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A294,Dir Study,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
ELEC A295,Dir Study,,,,X,X,,,,,,,X,3.4,,,X,,,,X,,
EMS A100,Emergency Medical Responder,,,,X,X,,,,,,,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
EMS A150,Emergency Medical Technician,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
EMS A150L,Emergency Medical Tech Lab,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
EMS A151,EMT Clinical,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
EMS A160,EMT-1 Recertification,,,,,X,,,,,,X,X,"6.1, 6.2, 6.3, 6.5, 6.8, 6.13, 6.17, 6.18, 6.21",,,X,,,,X,,
ENGL A005,Basic Reading Skills,,,,,X,,,,,,,,,,,X,,,,X,,
ENGL A011,Intro to Literary Magazine Prd,,,,,X,,,,,,,,,,,X,,,,X,,
ENGL A100,Freshman Composition,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A101,Critical Reasoning: Fiction,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A101H,Critical Reasoning:Fiction Hon,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A102,Critical Reasoning: Nonfiction,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A102H,Critical Reasoning:Nonfic. Hon,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A109,Crit Reasoning/Science/Tech,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A117,Feature Writing,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A119,Intro to Creative Writing,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A121,Short Story Writing,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A122,Novel Writing I,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A123,Writing for Social Media,,,,X,X,,,,,,,X,"9.1, 11.8",,,X,,,,X,,X
ENGL A126,Poetry Writing I,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A127,Scriptwriting I,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A140,Introduction to Literature,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A140H,Introduction to Literature Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A141,The Bible As Literature,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A141H,The Bible As Literature Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A143,Children's Literature,,,,,X,,,,,,,X,12.2,,,X,,,,X,,X
ENGL A143H,Children's Literature Honors,,,,,X,,,X,,,,X,12.2,,,X,,,,X,,X
ENGL A147,Introduction to Science Fiction,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A147H,Introduction to Science Fiction Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A148,Film As Literature,,,,X,X,,,,,,,,,,,X,,X,,X,,X
ENGL A148H,Film As Literature Honors,,,,X,X,,,X,,,,,,,,X,,X,,X,,X
ENGL A150,American Literature Before the 20th Century,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A150H,American Literature Before the 20th Century Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A151,American Lit in 20th Century,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A151H,Am Lit After 1900 Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A152,Race and Culture in Lit,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A152H,Race and Culture in Lit Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A156,California Literature,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A156H,California Literature Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A160,World Literature Through Renaissance,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A160H,World Literature Through Renaissance Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A161,World Lit from Renaissance,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A161H,World Lit. from Renais. Hon,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A168,Popular Fiction,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A170,Contemporary Literature,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A170H,Contemporary Literature Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A173,Women Writers,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A173H,Women Writers Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A176,World Mythology,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A176H,World Mythology Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A179,Gender and Sexuality in Literature and Film,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A179H,Gender and Sexuality in Literature and Film Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A181,Shakespeare,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A181H,Shakespeare Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A187,Introduction to Literary Theory,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A187H,Introduction to Literary Theory Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A222,Novel Writing II,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A226,Poetry Writing II,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A227,Scriptwriting II,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A232,Novel Writing III,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A236,Poetry Writing III,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A237,Scriptwriting III,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A242,Novel Writing IV,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A247,Scriptwriting IV,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A270,Survey British Lit Before 1800,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A270H,Survey Brit Lit Befor 1800 Hon,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A275,Survey of British Literature After 1800,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A275H,Survey of British Literature After 1800 Honors,,,,,X,,,X,,,,,,,,X,,,,X,,X
ENGL A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,X
ENGL C1000,Academic Reading and Writing,,formerly ENGL A100,,,X,,,,,,,,,,,X,,,,X,,X
ENGL C1001,Critical Thinking and Writing ,,formerly ENGL A102,,,X,,,,,,,,,,,X,,,,X,,X
ENGL C1001H,Critical Thinking and Writing - Honors,,formerly ENGL A102H,,,X,,,,,,,,,,,X,,,,X,,X
ENGR A110,Intro to Engineering & Design,,,,,X,,,,,,,X,3.11,,,X,,,,X,,
ENGR A110H,Introduction to Engineering and Design Honors,,,,,X,,,X,,,,X,3.11,,,X,,,,X,,
ENGR A180,Engineering Graphics,,,,,X,,,,,,,X,3.11,,,X,,,,X,,
ENGR A199,Current Topics in Engineering,,,,,X,,,,,,,X,3.11,,,X,,,,X,,
ENGR A210,Engineering Materials,,,,,X,,,,,,,X,3.11,,,X,,,,X,,
ENGR A220,Prog & Prob Solv MATLAB,,,,,X,,,,X,,,X,3.11,,,X,,,,X,,
ENGR A230,Dynamics,,,,,X,,,,,,,X,3.11,,,X,,,,X,,
ENGR A240,Strength of Materials,,,,,X,,,,,,,X,3.11,,,X,,,,X,,
ENGR A280,Statics,,,,,X,,,,,,,X,3.11,,,X,,,,X,,
ENGR A285,Engineering Circuits,,,,,X,,,,,,,X,3.11,,,X,,,,X,,
ENGR A291,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
ENGR A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
ENGR A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
ENGR A294,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
ENGR A295,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
ESEC A100,Intro to Environmental Science,,,,,X,,X,,,,,X,1.2,,,X,,,,X,,
ESEC A100H,Intro Environmental Sci Honors,,,,,X,,X,X,,,,X,1.2,,,X,,,,X,,
ESEC A110,Island Ecology,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
ESEC A121,Marine Intertidal Ecology,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
ESEC A124,Ecology of the Gray Whale,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
ESEC A140,Mediterranean Biome Ecology,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
ESEC A141,Desert Ecology,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
ESEC A210,Wetlands Ecology and Management,,,,X,X,,,,,,,X,1.2,,,X,,,,X,,
ESEC A291,Directed Studies,,,,,X,,,,,,,X,1.2,,,X,,,,X,,
ESL A011,Beginning Listening and Speaking,,,,,X,,,,,,,,,,,X,,,,X,,
ESL A015,"Grammar, Reading and Writing 1",,,,,X,,,,,,,,,,,X,,,,X,,
ESL A022,"Grammar, Reading and Writing 2",,,,,X,,,,,,,,,,,,,,,,,
ESL A024,Listening and Speaking 2,,,,,X,,,,,,,,,,,,,,,,,
ESL A032,"Grammar, Reading and Writing 3",,,,,X,,,,,,,,,,,,,,,,,
ESL A034,Listening and Speaking 3,,,,,X,,,,,,,,,,,,,,,,,
ESL A052,Adv Academic Read and Write 1,,,,,X,,,,,,,,,,,,,,,,,
ESL A054,Listening and Speaking 4,,,,,X,,,,,,,,,,,,,,,,,
ESL A100,ESL College Composition,,,,,X,X,,,,,,,,,,X,,,,X,,X
ESL A162,Adv Academic Read and Write 2,,,,,X,X,,,,,,,,,,X,,,,X,,X
ESL A192,Adv Academic Rdng & Wrtng 3,,,,,X,X,,,,,,,,,,X,,,,X,,X
ESL A292,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
ESL A293,Dir Study,,,,,X,,,,,,,,,,,X,,,,X,,
ETHS A100,Contemp Ethnic America,,,,,X,,,,,,,,,X,X,X,,,,X,,
ETHS A110,Intro to LatinX Studies,,,,,X,,,,,,,,,X,X,X,,,,X,,
ETHS A115,Into to Asian Am & Pac Isl Stu,,,,,X,,,,,,,,,X,X,X,,,,X,,
ETHS A150,Ethnic Groups in the U.S.,,,,,X,,,,,,,,,X,X,X,,,,X,,
ETHS A190,The Ethnic Family,,,,,X,,,,,,,,,X,X,X,,,,X,,
FASH A050,Sewing Lab,,,,,X,,,,,,,X,5.1,,,X,,,,X,,
FASH A100,Begin Clothing Tech,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A102,Industrial Sewing Techniques,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A110,Applied Textiles & Dsgn,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A115,Intro to the Fashion Industry,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A116,Fashion Styling,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A117,Creative Production,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A118,Trend Forecasting,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A119,Introduction to Display and Visual Presentation,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A120,History of Fashion,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A121,Street Style,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A130,Tailoring,,,,,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A135,Design Thinking,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A137,Alterations,,,,,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A145,Fashion Reporting and Analysis,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A150,Flat Pattern Techniques,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A155,Tech-Packs,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A170,Clothing Dsgn & Select,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A175,Appl Color/Dsgn Theory,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A177,Fash Merchandz Concepts,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A180,Prin of Clothing Const 1,,,,,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A181,Fashion Internship,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A182,Professional Practices,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A183,Fund Princ Clothing Const 2,,,,,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A190,Apparel Ind Sustainability,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A191,Sust & Resp-Fash Dsn/Mfg/Brand,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A192,R&D Apparel Indstry Sustain,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A199,Current Issues in Fashion,,,,,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A200,Fashion Internship Lecture,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A210,Intro to E-Commerce,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A215,Retail E-Commerce Merchandisin,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A220,Retail Buying,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A225,"Media, Events, and Promotions",,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A233,Couture Techniques,,,,,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A235,Draping,,,,,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A255,Fashion Illustratg Techniqs 1,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A256,Fashion Illustratg Techniqs 2,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A260,Fashn Dsgn/Prd Process,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A263,3D Clothing Design,,,,X,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A266,Computerized Pattern System,,,,,X,,,,,,,X,5.1,,,X,,X,,X,,
FASH A291,Dir Study,,,,,X,,,,,,,X,5.1,,,X,,,,X,,
FASH A292,Dir Study,,,,,X,,,,,,,X,5.1,,,X,,,,X,,
FASH A293,Dir Study,,,,,X,,,,,,,X,5.1,,,X,,,,X,,
FASH A294,Dir Study,,,,,X,,,,,,,X,5.1,,,X,,,,X,,
